date,Unnamed: 0,impressions,date,reach,comments,likes
2022-07-27,611,66,2022-07-27,25,0.0,0.0
2022-07-28,612,32,2022-07-28,22,0.0,0.0
2022-07-29,613,81,2022-07-29,16,0.0,0.0
2022-07-30,614,39,2022-07-30,20,0.0,0.0
2022-08-01,617,21,2022-08-01,19,0.0,0.0
2022-08-02,618,41,2022-08-02,20,0.0,0.0
2022-08-03,619,34,2022-08-03,22,0.0,0.0
2022-08-04,620,36,2022-08-04,19,0.0,0.0
2022-08-05,621,32,2022-08-05,24,0.0,0.0
2022-08-06,622,48,2022-08-06,24,0.0,0.0
2022-08-08,625,83,2022-08-08,20,0.0,0.0
2022-08-09,626,52,2022-08-09,25,0.0,0.0
2022-08-10,627,116,2022-08-10,23,0.0,0.0
2022-08-11,628,816,2022-08-11,678,0.0,0.0
2022-08-12,629,387,2022-08-12,371,0.0,0.0
2022-08-13,630,194,2022-08-13,184,0.0,0.0
2022-08-15,633,162,2022-08-15,91,0.0,0.0
2022-08-16,634,61,2022-08-16,47,0.0,0.0
2022-08-17,635,89,2022-08-17,38,0.0,0.0
2022-08-18,636,35,2022-08-18,27,0.0,0.0
2022-08-19,637,45,2022-08-19,36,0.0,0.0
2022-08-20,638,19,2022-08-20,14,0.0,0.0
2022-08-22,641,175,2022-08-22,95,0.0,0.0
2022-08-23,642,93,2022-08-23,51,0.0,0.0
2022-08-24,643,47,2022-08-24,23,0.0,0.0
2022-08-25,644,430,2022-08-25,316,0.0,0.0
2022-08-26,645,190,2022-08-26,66,0.0,0.0
2022-08-27,646,116,2022-08-27,50,0.0,0.0
2022-08-29,649,97,2022-08-29,36,0.0,0.0
2022-08-30,650,179,2022-08-30,28,0.0,0.0
2022-08-31,651,53,2022-08-31,20,0.0,0.0
2022-09-01,652,529,2022-09-01,412,0.0,0.0
2022-09-02,653,131,2022-09-02,87,0.0,0.0
2022-09-03,654,78,2022-09-03,60,0.0,0.0
2022-09-05,657,50,2022-09-05,36,0.0,0.0
2022-09-06,658,625,2022-09-06,565,0.0,0.0
2022-09-07,659,671,2022-09-07,527,0.0,0.0
2022-09-08,660,386,2022-09-08,277,0.0,0.0
2022-09-09,661,717,2022-09-09,627,0.0,0.0
2022-09-10,662,121,2022-09-10,101,0.0,0.0
2022-09-12,665,63,2022-09-12,52,0.0,0.0
2022-09-13,666,299,2022-09-13,255,0.0,0.0
2022-09-14,667,121,2022-09-14,67,0.0,0.0
2022-09-15,668,349,2022-09-15,296,0.0,0.0
2022-09-16,669,138,2022-09-16,122,0.0,0.0
2022-09-17,670,87,2022-09-17,76,0.0,0.0
2022-09-19,673,57,2022-09-19,39,0.0,0.0
2022-09-20,674,702,2022-09-20,656,0.0,0.0
2022-09-21,675,158,2022-09-21,127,0.0,0.0
2022-09-22,676,97,2022-09-22,77,0.0,0.0
2022-09-23,677,66,2022-09-23,50,0.0,0.0
2022-09-24,678,221,2022-09-24,122,0.0,0.0
2022-09-26,681,28,2022-09-26,21,0.0,0.0
2022-09-27,682,33,2022-09-27,31,0.0,0.0
2022-09-28,683,54,2022-09-28,26,0.0,0.0
2022-09-29,684,250,2022-09-29,161,0.0,0.0
2022-09-30,685,218,2022-09-30,152,0.0,0.0
2022-10-01,686,80,2022-10-01,58,0.0,0.0
2022-10-03,689,39,2022-10-03,27,0.0,0.0
2022-10-04,690,96,2022-10-04,36,0.0,0.0
2022-10-05,691,59,2022-10-05,25,0.0,0.0
2022-10-06,692,67,2022-10-06,20,0.0,0.0
2022-10-07,693,71,2022-10-07,32,0.0,0.0
2022-10-08,694,40,2022-10-08,19,0.0,0.0
2022-10-10,697,227,2022-10-10,31,0.0,0.0
2022-10-11,698,43,2022-10-11,26,0.0,0.0
2022-10-12,699,1778,2022-10-12,1434,0.0,0.0
2022-10-13,700,1129,2022-10-13,939,0.0,0.0
2022-10-14,701,207,2022-10-14,198,0.0,0.0
2022-10-15,702,137,2022-10-15,114,0.0,0.0
2022-10-17,705,162,2022-10-17,64,0.0,0.0
2022-10-18,706,79,2022-10-18,30,0.0,0.0
2022-10-19,707,455,2022-10-19,307,0.0,0.0
2022-10-20,708,258,2022-10-20,171,0.0,0.0
2022-10-21,709,575,2022-10-21,407,0.0,0.0
2022-10-22,710,789,2022-10-22,557,0.0,0.0
2022-10-24,713,160,2022-10-24,78,0.0,0.0
2022-10-25,714,373,2022-10-25,295,0.0,0.0
2022-10-26,715,1773,2022-10-26,1503,0.0,0.0
2022-10-27,716,655,2022-10-27,521,0.0,0.0
2022-10-28,717,310,2022-10-28,256,0.0,0.0
2022-10-29,718,45,2022-10-29,26,0.0,0.0
2022-10-31,721,60,2022-10-31,33,0.0,0.0
2022-11-01,722,49,2022-11-01,34,0.0,0.0
2022-11-02,723,1557,2022-11-02,1225,0.0,0.0
2022-11-03,724,895,2022-11-03,605,0.0,0.0
2022-11-04,725,299,2022-11-04,190,0.0,0.0
2022-11-05,726,12644,2022-11-05,10299,0.0,0.0
2022-11-07,729,2490,2022-11-07,2164,0.0,0.0
2022-11-08,730,656,2022-11-08,513,0.0,0.0
2022-11-09,731,432,2022-11-09,383,0.0,0.0
2022-11-10,732,255,2022-11-10,202,0.0,0.0
2022-11-11,733,579,2022-11-11,509,0.0,0.0
2022-11-12,734,287,2022-11-12,231,0.0,0.0
2022-11-14,737,974,2022-11-14,948,0.0,0.0
2022-11-15,738,1010,2022-11-15,800,0.0,0.0
2022-11-16,739,430,2022-11-16,379,0.0,0.0
2022-11-17,740,242,2022-11-17,225,0.0,0.0
2022-11-18,741,235,2022-11-18,195,0.0,0.0
2022-11-19,742,157,2022-11-19,132,0.0,0.0
2022-11-21,745,147,2022-11-21,137,0.0,0.0
2022-11-22,746,347,2022-11-22,211,0.0,0.0
2022-11-23,747,184,2022-11-23,173,0.0,0.0
2022-11-24,748,142,2022-11-24,119,0.0,0.0
2022-11-25,749,338,2022-11-25,314,0.0,0.0
2022-11-26,750,222,2022-11-26,193,0.0,0.0
2022-11-28,753,132,2022-11-28,116,0.0,0.0
2022-11-29,754,146,2022-11-29,107,0.0,0.0
2022-11-30,755,198,2022-11-30,195,0.0,0.0
2022-12-01,756,408,2022-12-01,333,0.0,0.0
2022-12-02,757,495,2022-12-02,423,0.0,0.0
2022-12-03,758,253,2022-12-03,223,0.0,0.0
2022-12-05,761,101,2022-12-05,82,0.0,0.0
2022-12-06,762,186,2022-12-06,147,0.0,0.0
2022-12-07,763,213,2022-12-07,173,0.0,0.0
2022-12-08,764,142,2022-12-08,101,0.0,0.0
2022-12-09,765,111,2022-12-09,96,0.0,0.0
2022-12-10,766,99,2022-12-10,56,0.0,0.0
2022-12-12,769,118,2022-12-12,73,0.0,0.0
2022-12-13,770,155,2022-12-13,80,0.0,0.0
2022-12-14,771,81,2022-12-14,73,0.0,0.0
2022-12-15,772,50,2022-12-15,42,0.0,0.0
2022-12-16,773,83,2022-12-16,60,0.0,0.0
2022-12-17,774,85,2022-12-17,47,0.0,0.0
2022-12-19,777,275,2022-12-19,100,0.0,0.0
2022-12-20,778,130,2022-12-20,114,0.0,0.0
2022-12-21,779,97,2022-12-21,81,0.0,0.0
2022-12-22,780,198,2022-12-22,168,0.0,0.0
2022-12-23,781,281,2022-12-23,269,0.0,0.0
2022-12-24,782,161,2022-12-24,128,0.0,0.0
2022-12-26,785,143,2022-12-26,133,0.0,0.0
2022-12-27,786,190,2022-12-27,157,0.0,0.0
2022-12-28,787,137,2022-12-28,97,0.0,0.0
2022-12-29,788,401,2022-12-29,257,0.0,0.0
2022-12-30,789,296,2022-12-30,196,0.0,0.0
2022-12-31,790,87,2022-12-31,86,0.0,0.0
2023-01-02,793,105,2023-01-02,81,0.0,0.0
2023-01-03,794,934,2023-01-03,728,0.0,0.0
2023-01-04,795,588,2023-01-04,448,0.0,0.0
2023-01-05,796,183,2023-01-05,170,0.0,0.0
2023-01-06,797,136,2023-01-06,114,0.0,0.0
2023-01-07,798,78,2023-01-07,68,0.0,0.0
2023-01-09,801,202,2023-01-09,146,0.0,0.0
2023-01-10,802,122,2023-01-10,102,0.0,0.0
2023-01-11,803,221,2023-01-11,93,0.0,0.0
2023-01-12,804,193,2023-01-12,156,0.0,0.0
2023-01-13,805,171,2023-01-13,119,0.0,0.0
2023-01-14,806,99,2023-01-14,80,0.0,0.0
2023-01-16,809,99,2023-01-16,65,0.0,0.0
2023-01-17,810,129,2023-01-17,69,0.0,0.0
2023-01-18,811,82,2023-01-18,62,0.0,0.0
2023-01-19,812,80,2023-01-19,66,0.0,0.0
2023-01-20,813,154,2023-01-20,81,0.0,0.0
2023-01-21,814,138,2023-01-21,111,0.0,0.0
2023-01-23,817,162,2023-01-23,78,0.0,0.0
2023-01-24,818,1436,2023-01-24,1058,0.0,0.0
2023-01-25,819,722,2023-01-25,517,0.0,0.0
2023-01-26,820,227,2023-01-26,208,0.0,0.0
2023-01-27,821,289,2023-01-27,188,0.0,0.0
2023-01-28,822,2781,2023-01-28,2258,0.0,0.0
2023-01-29,823,861,2023-01-29,764,0.0,0.0
2021-01-31,0,9308,2021-01-31,6448,0.0,0.0
2021-02-01,1,8218,2021-02-01,6113,0.0,0.0
2021-02-02,2,7979,2021-02-02,6071,0.0,0.0
2021-02-03,3,5644,2021-02-03,4569,0.0,0.0
2021-02-04,4,2066,2021-02-04,1554,0.0,0.0
2021-02-05,5,1718,2021-02-05,1339,0.0,0.0
2021-02-06,6,1696,2021-02-06,1318,0.0,0.0
2021-02-07,7,3072,2021-02-07,2152,0.0,0.0
2021-02-08,8,3832,2021-02-08,2431,0.0,0.0
2021-02-09,9,3512,2021-02-09,2291,0.0,0.0
2021-02-10,10,3383,2021-02-10,2316,0.0,0.0
2021-02-11,11,3469,2021-02-11,2310,0.0,0.0
2021-02-12,12,4357,2021-02-12,2656,0.0,0.0
2021-02-13,13,4848,2021-02-13,2859,0.0,0.0
2021-02-14,14,3580,2021-02-14,2338,0.0,0.0
2021-02-15,15,2482,2021-02-15,1794,0.0,0.0
2021-02-16,16,2680,2021-02-16,1840,0.0,0.0
2021-02-17,17,2656,2021-02-17,1840,0.0,0.0
2021-02-18,18,2547,2021-02-18,1837,0.0,0.0
2021-02-19,19,1676,2021-02-19,1124,0.0,0.0
2021-02-20,20,1151,2021-02-20,736,0.0,0.0
2021-02-21,21,1034,2021-02-21,639,0.0,0.0
2021-02-22,22,993,2021-02-22,613,0.0,0.0
2021-02-23,23,693,2021-02-23,223,0.0,0.0
2021-02-24,24,695,2021-02-24,199,0.0,0.0
2021-02-25,25,680,2021-02-25,194,0.0,0.0
2021-02-26,26,1839,2021-02-26,1314,0.0,0.0
2021-02-27,27,2023,2021-02-27,1448,0.0,0.0
2021-02-28,28,2076,2021-02-28,1480,0.0,0.0
2021-03-01,29,2067,2021-03-01,1474,0.0,0.0
2021-03-02,30,1747,2021-03-02,1458,0.0,0.0
2021-03-03,31,1704,2021-03-03,1452,0.0,0.0
2021-03-04,32,1763,2021-03-04,1456,0.0,0.0
2021-03-05,33,595,2021-03-05,362,0.0,0.0
2021-03-06,34,667,2021-03-06,202,0.0,0.0
2021-03-07,35,624,2021-03-07,170,0.0,0.0
2021-03-08,36,1640,2021-03-08,1133,0.0,0.0
2021-03-09,37,1958,2021-03-09,1374,0.0,0.0
2021-03-10,38,2861,2021-03-10,1700,0.0,0.0
2021-03-11,39,3064,2021-03-11,1770,0.0,0.0
2021-03-12,40,3671,2021-03-12,2011,0.0,0.0
2021-03-13,41,3586,2021-03-13,2088,0.0,0.0
2021-03-14,42,3620,2021-03-14,2113,0.0,0.0
2021-03-15,43,3811,2021-03-15,2210,0.0,0.0
2021-03-16,44,3706,2021-03-16,2178,0.0,0.0
2021-03-17,45,2934,2021-03-17,1830,0.0,0.0
2021-03-18,46,2678,2021-03-18,1753,0.0,0.0
2021-03-19,47,2180,2021-03-19,1491,0.0,0.0
2021-03-20,48,2063,2021-03-20,1428,0.0,0.0
2021-03-21,49,2001,2021-03-21,1400,0.0,0.0
2021-03-22,50,812,2021-03-22,366,0.0,0.0
2021-03-23,51,599,2021-03-23,217,0.0,0.0
2021-03-24,52,528,2021-03-24,188,0.0,0.0
2021-03-25,53,1411,2021-03-25,928,0.0,0.0
2021-03-26,54,1471,2021-03-26,1051,0.0,0.0
2021-03-27,55,1484,2021-03-27,1081,0.0,0.0
2021-03-28,56,1496,2021-03-28,1071,0.0,0.0
2021-03-29,57,1480,2021-03-29,1053,0.0,0.0
2021-03-30,58,1489,2021-03-30,1054,0.0,0.0
2021-03-31,59,1435,2021-03-31,1046,0.0,0.0
2021-04-01,60,618,2021-04-01,404,0.0,0.0
2021-04-02,61,1304,2021-04-02,990,0.0,0.0
2021-04-03,62,1381,2021-04-03,1088,0.0,0.0
2021-04-04,63,1389,2021-04-04,1107,0.0,0.0
2021-04-05,64,1393,2021-04-05,1107,0.0,0.0
2021-04-06,65,1449,2021-04-06,1098,0.0,0.0
2021-04-07,66,1465,2021-04-07,1102,0.0,0.0
2021-04-08,67,1457,2021-04-08,1088,0.0,0.0
2021-04-09,68,615,2021-04-09,356,0.0,0.0
2021-04-10,69,872,2021-04-10,557,0.0,0.0
2021-04-11,70,869,2021-04-11,553,0.0,0.0
2021-04-12,71,895,2021-04-12,559,0.0,0.0
2021-04-13,72,1347,2021-04-13,915,0.0,0.0
2021-04-14,73,1444,2021-04-14,982,0.0,0.0
2021-04-15,74,1484,2021-04-15,1006,0.0,0.0
2021-04-16,75,1497,2021-04-16,1003,0.0,0.0
2021-04-17,76,1086,2021-04-17,733,0.0,0.0
2021-04-18,77,1100,2021-04-18,728,0.0,0.0
2021-04-19,78,1095,2021-04-19,731,0.0,0.0
2021-04-20,79,1536,2021-04-20,1001,0.0,0.0
2021-04-21,80,2044,2021-04-21,1088,0.0,0.0
2021-04-22,81,2715,2021-04-22,1438,0.0,0.0
2021-04-23,82,4038,2021-04-23,2161,0.0,0.0
2021-04-24,83,4463,2021-04-24,2325,0.0,0.0
2021-04-25,84,4602,2021-04-25,2373,0.0,0.0
2021-04-26,85,4630,2021-04-26,2389,0.0,0.0
2021-04-27,86,3780,2021-04-27,2149,0.0,0.0
2021-04-28,87,3343,2021-04-28,2141,0.0,0.0
2021-04-29,88,4007,2021-04-29,2360,0.0,0.0
2021-04-30,89,2749,2021-04-30,1626,0.0,0.0
2021-05-01,90,2349,2021-05-01,1487,0.0,0.0
2021-05-02,91,2274,2021-05-02,1446,0.0,0.0
2021-05-03,92,5207,2021-05-03,3549,0.0,0.0
2021-05-04,93,5555,2021-05-04,3821,0.0,0.0
2021-05-05,94,5903,2021-05-05,3854,0.0,0.0
2021-05-06,95,6310,2021-05-06,3802,0.0,0.0
2021-05-07,96,6717,2021-05-07,3954,0.0,0.0
2021-05-08,97,6756,2021-05-08,3927,0.0,0.0
2021-05-09,98,6705,2021-05-09,3941,0.0,0.0
2021-05-10,99,3708,2021-05-10,2261,0.0,0.0
2021-05-11,100,3262,2021-05-11,2009,0.0,0.0
2021-05-12,101,2725,2021-05-12,1813,0.0,0.0
2021-05-13,102,947,2021-05-13,565,0.0,0.0
2021-05-14,103,539,2021-05-14,213,0.0,0.0
2021-05-15,104,482,2021-05-15,187,0.0,0.0
2021-05-16,105,1292,2021-05-16,879,0.0,0.0
2021-05-17,106,2595,2021-05-17,1503,0.0,0.0
2021-05-18,107,2985,2021-05-18,1700,0.0,0.0
2021-05-19,108,3076,2021-05-19,1742,0.0,0.0
2021-05-20,109,3992,2021-05-20,2017,0.0,0.0
2021-05-21,110,4104,2021-05-21,2071,0.0,0.0
2021-05-22,111,4131,2021-05-22,2088,0.0,0.0
2021-05-23,112,3321,2021-05-23,1768,0.0,0.0
2021-05-24,113,3490,2021-05-24,1593,0.0,0.0
2021-05-25,114,3687,2021-05-25,1673,0.0,0.0
2021-05-26,115,3667,2021-05-26,1677,0.0,0.0
2021-05-27,116,2880,2021-05-27,1322,0.0,0.0
2021-05-28,117,2692,2021-05-28,1214,0.0,0.0
2021-05-29,118,2672,2021-05-29,1203,0.0,0.0
2021-05-30,119,2642,2021-05-30,1184,0.0,0.0
2021-05-31,120,1355,2021-05-31,651,0.0,0.0
2021-06-01,121,763,2021-06-01,232,0.0,0.0
2021-06-02,122,673,2021-06-02,157,0.0,0.0
2021-06-03,123,515,2021-06-03,139,0.0,0.0
2021-06-04,124,600,2021-06-04,139,0.0,0.0
2021-06-05,125,578,2021-06-05,129,0.0,0.0
2021-06-06,126,557,2021-06-06,122,0.0,0.0
2021-06-07,127,444,2021-06-07,103,0.0,0.0
2021-06-08,128,1631,2021-06-08,883,0.0,0.0
2021-06-09,129,2031,2021-06-09,1095,0.0,0.0
2021-06-10,130,2065,2021-06-10,1161,0.0,0.0
2021-06-11,131,1978,2021-06-11,1173,0.0,0.0
2021-06-12,132,2012,2021-06-12,1182,0.0,0.0
2021-06-13,133,2058,2021-06-13,1198,0.0,0.0
2021-06-14,134,1996,2021-06-14,1212,0.0,0.0
2021-06-15,135,818,2021-06-15,521,0.0,0.0
2021-06-16,136,433,2021-06-16,247,0.0,0.0
2021-06-17,137,382,2021-06-17,180,0.0,0.0
2021-06-18,138,385,2021-06-18,165,0.0,0.0
2021-06-19,139,351,2021-06-19,152,0.0,0.0
2021-06-20,140,668,2021-06-20,465,0.0,0.0
2021-06-21,141,772,2021-06-21,576,0.0,0.0
2021-06-22,142,2194,2021-06-22,1744,0.0,0.0
2021-06-23,143,2416,2021-06-23,1890,0.0,0.0
2021-06-24,144,2406,2021-06-24,1905,0.0,0.0
2021-06-25,145,2384,2021-06-25,1890,0.0,0.0
2021-06-26,146,2382,2021-06-26,1890,0.0,0.0
2021-06-27,147,2016,2021-06-27,1652,0.0,0.0
2021-06-28,148,2745,2021-06-28,1959,0.0,0.0
2021-06-29,149,1824,2021-06-29,1303,0.0,0.0
2021-06-30,150,1704,2021-06-30,1267,0.0,0.0
2021-07-01,151,1713,2021-07-01,1279,0.0,0.0
2021-07-02,152,1797,2021-07-02,1282,0.0,0.0
2021-07-03,153,1832,2021-07-03,1299,0.0,0.0
2021-07-04,154,1875,2021-07-04,1330,0.0,0.0
2021-07-05,155,1071,2021-07-05,750,0.0,0.0
2021-07-06,156,560,2021-07-06,329,0.0,0.0
2021-07-07,157,449,2021-07-07,227,0.0,0.0
2021-07-08,158,424,2021-07-08,209,0.0,0.0
2021-07-09,159,440,2021-07-09,288,0.0,0.0
2021-07-10,160,520,2021-07-10,315,0.0,0.0
2021-07-11,161,503,2021-07-11,309,0.0,0.0
2021-07-12,162,652,2021-07-12,313,0.0,0.0
2021-07-13,163,1781,2021-07-13,1127,0.0,0.0
2021-07-14,164,1967,2021-07-14,1256,0.0,0.0
2021-07-15,165,2020,2021-07-15,1280,0.0,0.0
2021-07-16,166,1986,2021-07-16,1273,0.0,0.0
2021-07-17,167,1876,2021-07-17,1258,0.0,0.0
2021-07-18,168,2058,2021-07-18,1258,0.0,0.0
2021-07-19,169,2321,2021-07-19,1343,0.0,0.0
2021-07-20,170,1575,2021-07-20,849,0.0,0.0
2021-07-21,171,1459,2021-07-21,751,0.0,0.0
2021-07-22,172,1397,2021-07-22,714,0.0,0.0
2021-07-23,173,1349,2021-07-23,700,0.0,0.0
2021-07-24,174,1368,2021-07-24,700,0.0,0.0
2021-07-25,175,1208,2021-07-25,733,0.0,0.0
2021-07-26,176,3187,2021-07-26,2001,0.0,0.0
2021-07-27,177,3622,2021-07-27,2099,0.0,0.0
2021-07-28,178,4077,2021-07-28,2255,0.0,0.0
2021-07-29,179,4269,2021-07-29,2344,0.0,0.0
2021-07-30,180,4325,2021-07-30,2373,0.0,0.0
2021-07-31,181,5384,2021-07-31,2645,0.0,0.0
2021-08-01,182,5633,2021-08-01,2707,0.0,0.0
2021-08-02,183,3363,2021-08-02,1993,0.0,0.0
2021-08-03,184,2610,2021-08-03,1704,0.0,0.0
2021-08-04,185,2360,2021-08-04,1709,0.0,0.0
2021-08-05,186,2372,2021-08-05,1775,0.0,0.0
2021-08-06,187,2954,2021-08-06,2009,0.0,0.0
2021-08-07,188,2376,2021-08-07,1751,0.0,0.0
2021-08-08,189,2178,2021-08-08,1668,0.0,0.0
2021-08-09,190,2655,2021-08-09,1850,0.0,0.0
2021-08-10,191,2855,2021-08-10,1923,0.0,0.0
2021-08-11,192,2963,2021-08-11,2001,0.0,0.0
2021-08-12,193,3012,2021-08-12,1988,0.0,0.0
2021-08-13,194,2451,2021-08-13,1772,0.0,0.0
2021-08-14,195,2021,2021-08-14,1476,0.0,0.0
2021-08-15,196,1988,2021-08-15,1478,0.0,0.0
2021-08-16,197,1430,2021-08-16,1041,0.0,0.0
2021-08-17,198,1267,2021-08-17,864,0.0,0.0
2021-08-18,199,1020,2021-08-18,556,0.0,0.0
2021-08-19,200,1475,2021-08-19,987,0.0,0.0
2021-08-20,201,1673,2021-08-20,1161,0.0,0.0
2021-08-21,202,1689,2021-08-21,1187,0.0,0.0
2021-08-22,203,4328,2021-08-22,2667,0.0,0.0
2021-08-23,204,4887,2021-08-23,2925,0.0,0.0
2021-08-24,205,6308,2021-08-24,3493,0.0,0.0
2021-08-25,206,6461,2021-08-25,3538,0.0,0.0
2021-08-26,207,6626,2021-08-26,3493,0.0,0.0
2021-08-27,208,7647,2021-08-27,3572,0.0,0.0
2021-08-28,209,7858,2021-08-28,3607,0.0,0.0
2021-08-29,210,5251,2021-08-29,2696,0.0,0.0
2021-08-30,211,5096,2021-08-30,2497,0.0,0.0
2021-08-31,212,5222,2021-08-31,2514,0.0,0.0
2021-09-01,213,5728,2021-09-01,2780,0.0,0.0
2021-09-02,214,6637,2021-09-02,3477,0.0,0.0
2021-09-03,215,5656,2021-09-03,3187,0.0,0.0
2021-09-04,216,5454,2021-09-04,3131,0.0,0.0
2021-09-05,217,5682,2021-09-05,3131,0.0,0.0
2021-09-06,218,5493,2021-09-06,3103,0.0,0.0
2021-09-07,219,4086,2021-09-07,2398,0.0,0.0
2021-09-08,220,3376,2021-09-08,2006,0.0,0.0
2021-09-09,221,2862,2021-09-09,1556,0.0,0.0
2021-09-10,222,2927,2021-09-10,1637,0.0,0.0
2021-09-11,223,2915,2021-09-11,1628,0.0,0.0
2021-09-12,224,2619,2021-09-12,1591,0.0,0.0
2021-09-13,225,2317,2021-09-13,1541,0.0,0.0
2021-09-14,226,2397,2021-09-14,1562,0.0,0.0
2021-09-15,227,2422,2021-09-15,1562,0.0,0.0
2021-09-16,228,1592,2021-09-16,992,0.0,0.0
2021-09-17,229,1420,2021-09-17,872,0.0,0.0
2021-09-18,230,1415,2021-09-18,860,0.0,0.0
2021-09-19,231,1407,2021-09-19,855,0.0,0.0
2021-09-20,232,1449,2021-09-20,867,0.0,0.0
2021-09-21,233,1841,2021-09-21,936,0.0,0.0
2021-09-22,234,2212,2021-09-22,1016,0.0,0.0
2021-09-23,235,2374,2021-09-23,936,0.0,0.0
2021-09-24,236,3145,2021-09-24,1328,0.0,0.0
2021-09-25,237,3152,2021-09-25,1349,0.0,0.0
2021-09-26,238,3196,2021-09-26,1370,0.0,0.0
2021-09-27,239,3161,2021-09-27,1360,0.0,0.0
2021-09-28,240,2569,2021-09-28,1236,0.0,0.0
2021-09-29,241,2194,2021-09-29,1166,0.0,0.0
2021-09-30,242,2319,2021-09-30,1147,0.0,0.0
2021-10-01,243,1999,2021-10-01,813,0.0,0.0
2021-10-02,244,2239,2021-10-02,909,0.0,0.0
2021-10-03,245,2257,2021-10-03,917,0.0,0.0
2021-10-04,246,2297,2021-10-04,915,0.0,0.0
2021-10-05,247,2176,2021-10-05,909,0.0,0.0
2021-10-06,248,2749,2021-10-06,1267,0.0,0.0
2021-10-07,249,2670,2021-10-07,1358,0.0,0.0
2021-10-08,250,2400,2021-10-08,1288,0.0,0.0
2021-10-09,251,2247,2021-10-09,1189,0.0,0.0
2021-10-10,252,2390,2021-10-10,1168,0.0,0.0
2021-10-11,253,3017,2021-10-11,1341,0.0,0.0
2021-10-12,254,3349,2021-10-12,1406,0.0,0.0
2021-10-13,255,2800,2021-10-13,1194,0.0,0.0
2021-10-14,256,2200,2021-10-14,1056,0.0,0.0
2021-10-15,257,2308,2021-10-15,1085,0.0,0.0
2021-10-16,258,2365,2021-10-16,1143,0.0,0.0
2021-10-17,259,2204,2021-10-17,1150,0.0,0.0
2021-10-18,260,1594,2021-10-18,951,0.0,0.0
2021-10-19,261,2163,2021-10-19,1305,0.0,0.0
2021-10-20,262,2258,2021-10-20,1362,0.0,0.0
2021-10-21,263,2482,2021-10-21,1422,0.0,0.0
2021-10-22,264,2056,2021-10-22,1247,0.0,0.0
2021-10-23,265,1869,2021-10-23,1168,0.0,0.0
2021-10-24,266,2516,2021-10-24,1418,0.0,0.0
2021-10-25,267,2741,2021-10-25,1499,0.0,0.0
2021-10-26,268,1900,2021-10-26,1096,0.0,0.0
2021-10-27,269,3196,2021-10-27,2107,0.0,0.0
2021-10-28,270,3750,2021-10-28,2491,0.0,0.0
2021-10-29,271,3823,2021-10-29,2518,0.0,0.0
2021-10-30,272,3841,2021-10-30,2511,0.0,0.0
2021-10-31,273,3540,2021-10-31,2437,0.0,0.0
2021-11-01,274,3757,2021-11-01,2484,0.0,0.0
2021-11-02,275,4376,2021-11-02,2652,0.0,0.0
2021-11-03,276,3586,2021-11-03,1860,0.0,0.0
2021-11-04,277,3093,2021-11-04,1495,0.0,0.0
2021-11-05,278,3044,2021-11-05,1493,0.0,0.0
2021-11-06,279,3009,2021-11-06,1512,0.0,0.0
2021-11-07,280,2642,2021-11-07,1347,0.0,0.0
2021-11-08,281,2604,2021-11-08,1366,0.0,0.0
