date,Unnamed: 0,impressions,date,reach,comments,likes
2021-11-09,282,2072,2021-11-09,1242,0.0,0.0
2021-11-10,283,1426,2021-11-10,974,0.0,0.0
2021-11-11,284,1429,2021-11-11,936,0.0,0.0
2021-11-12,285,1635,2021-11-12,1008,0.0,0.0
2021-11-13,286,1689,2021-11-13,1029,0.0,0.0
2021-11-14,287,2042,2021-11-14,1103,0.0,0.0
2021-11-15,288,2366,2021-11-15,1079,0.0,0.0
2021-11-16,289,3085,2021-11-16,1138,0.0,0.0
2021-11-17,290,3112,2021-11-17,1136,0.0,0.0
2021-11-18,291,3055,2021-11-18,1029,0.0,0.0
2021-11-19,292,2740,2021-11-19,903,0.0,0.0
2021-11-20,293,2676,2021-11-20,889,0.0,0.0
2021-11-21,294,2313,2021-11-21,817,0.0,0.0
2021-11-22,295,1886,2021-11-22,703,0.0,0.0
2021-11-23,296,2010,2021-11-23,1358,0.0,0.0
2021-11-24,297,2047,2021-11-24,1426,0.0,0.0
2021-11-25,298,2241,2021-11-25,1569,0.0,0.0
2021-11-26,299,2385,2021-11-26,1610,0.0,0.0
2021-11-27,300,2382,2021-11-27,1610,0.0,0.0
2021-11-28,301,2447,2021-11-28,1621,0.0,0.0
2021-11-29,302,2116,2021-11-29,1418,0.0,0.0
2021-11-30,303,1334,2021-11-30,747,0.0,0.0
2021-12-01,304,2437,2021-12-01,1516,0.0,0.0
2021-12-02,305,2261,2021-12-02,1554,0.0,0.0
2021-12-03,306,2388,2021-12-03,1746,0.0,0.0
2021-12-04,307,2498,2021-12-04,1787,0.0,0.0
2021-12-05,308,2813,2021-12-05,1941,0.0,0.0
2021-12-06,309,2994,2021-12-06,2003,0.0,0.0
2021-12-07,310,2993,2021-12-07,2033,0.0,0.0
2021-12-08,311,1786,2021-12-08,1164,0.0,0.0
2021-12-09,312,1541,2021-12-09,975,0.0,0.0
2021-12-10,313,1644,2021-12-10,992,0.0,0.0
2021-12-11,314,1696,2021-12-11,948,0.0,0.0
2021-12-12,315,1301,2021-12-12,668,0.0,0.0
2021-12-13,316,1444,2021-12-13,785,0.0,0.0
2021-12-14,317,1792,2021-12-14,914,0.0,0.0
2021-12-15,318,1857,2021-12-15,961,0.0,0.0
2021-12-16,319,2781,2021-12-16,1426,0.0,0.0
2021-12-17,320,2534,2021-12-17,1358,0.0,0.0
2021-12-18,321,2391,2021-12-18,1380,0.0,0.0
2021-12-19,322,2397,2021-12-19,1378,0.0,0.0
2021-12-20,323,2939,2021-12-20,1448,0.0,0.0
2021-12-21,324,3126,2021-12-21,1464,0.0,0.0
2021-12-22,325,3461,2021-12-22,1497,0.0,0.0
2021-12-23,326,2592,2021-12-23,1074,0.0,0.0
2021-12-24,327,2495,2021-12-24,1021,0.0,0.0
2021-12-25,328,2499,2021-12-25,1008,0.0,0.0
2021-12-26,329,2500,2021-12-26,995,0.0,0.0
2021-12-27,330,1632,2021-12-27,814,0.0,0.0
2021-12-28,331,945,2021-12-28,481,0.0,0.0
2021-12-29,332,500,2021-12-29,286,0.0,0.0
2021-12-30,333,412,2021-12-30,220,0.0,0.0
2021-12-31,334,418,2021-12-31,200,0.0,0.0
2022-01-01,335,402,2022-01-01,192,0.0,0.0
2022-01-02,336,396,2022-01-02,191,0.0,0.0
2022-01-03,337,579,2022-01-03,191,0.0,0.0
2022-01-04,338,739,2022-01-04,353,0.0,0.0
2022-01-05,339,774,2022-01-05,363,0.0,0.0
2022-01-06,340,781,2022-01-06,356,0.0,0.0
2022-01-07,341,778,2022-01-07,354,0.0,0.0
2022-01-08,342,823,2022-01-08,362,0.0,0.0
2022-01-09,343,865,2022-01-09,372,0.0,0.0
2022-01-10,344,664,2022-01-10,366,0.0,0.0
2022-01-11,345,452,2022-01-11,188,0.0,0.0
2022-01-12,346,1156,2022-01-12,807,0.0,0.0
2022-01-13,347,1239,2022-01-13,889,0.0,0.0
2022-01-14,348,1878,2022-01-14,1093,0.0,0.0
2022-01-15,349,2001,2022-01-15,1150,0.0,0.0
2022-01-16,350,2020,2022-01-16,1178,0.0,0.0
2022-01-17,351,2076,2022-01-17,1196,0.0,0.0
2022-01-18,352,2109,2022-01-18,1191,0.0,0.0
2022-01-19,353,3228,2022-01-19,1835,0.0,0.0
2022-01-20,354,3799,2022-01-20,1980,0.0,0.0
2022-01-21,355,4443,2022-01-21,2213,0.0,0.0
2022-01-22,356,5238,2022-01-22,2357,0.0,0.0
2022-01-23,357,6266,2022-01-23,3028,0.0,0.0
2022-01-24,358,7507,2022-01-24,3607,0.0,0.0
2022-01-25,359,8259,2022-01-25,3913,0.0,0.0
2022-01-26,360,6753,2022-01-26,3289,0.0,0.0
2022-01-27,361,6211,2022-01-27,3187,0.0,0.0
2022-01-28,362,4974,2022-01-28,2715,0.0,0.0
2022-01-29,363,4008,2022-01-29,2566,0.0,0.0
2022-01-30,364,2926,2022-01-30,1860,0.0,0.0
2022-01-31,365,1778,2022-01-31,1168,0.0,0.0
2022-02-01,366,1456,2022-02-01,898,0.0,0.0
2022-02-02,367,1339,2022-02-02,843,0.0,0.0
2022-02-03,368,1294,2022-02-03,814,0.0,0.0
2022-02-04,369,1274,2022-02-04,834,0.0,0.0
2022-02-05,370,1321,2022-02-05,838,0.0,0.0
2022-02-06,371,1353,2022-02-06,849,0.0,0.0
2022-02-07,372,1218,2022-02-07,831,0.0,0.0
2022-02-08,373,838,2022-02-08,556,0.0,0.0
2022-02-09,374,714,2022-02-09,412,0.0,0.0
2022-02-10,375,715,2022-02-10,359,0.0,0.0
2022-02-11,376,699,2022-02-11,330,0.0,0.0
2022-02-12,377,690,2022-02-12,346,0.0,0.0
2022-02-13,378,679,2022-02-13,344,0.0,0.0
2022-02-14,379,669,2022-02-14,341,0.0,0.0
2022-02-15,380,620,2022-02-15,335,0.0,0.0
2022-02-16,381,536,2022-02-16,330,0.0,0.0
2022-02-17,382,508,2022-02-17,320,0.0,0.0
2022-02-18,383,553,2022-02-18,336,0.0,0.0
2022-02-19,384,587,2022-02-19,374,0.0,0.0
2022-02-20,385,586,2022-02-20,359,0.0,0.0
2022-02-21,386,583,2022-02-21,356,0.0,0.0
2022-02-22,387,807,2022-02-22,547,0.0,0.0
2022-02-23,388,849,2022-02-23,580,0.0,0.0
2022-02-24,389,904,2022-02-24,591,0.0,0.0
2022-02-25,390,1180,2022-02-25,726,0.0,0.0
2022-02-26,391,1369,2022-02-26,822,0.0,0.0
2022-02-27,392,1442,2022-02-27,828,0.0,0.0
2022-02-28,393,1737,2022-02-28,907,0.0,0.0
2022-03-01,394,1778,2022-03-01,890,0.0,0.0
2022-03-02,395,1875,2022-03-02,907,0.0,0.0
2022-03-03,396,1877,2022-03-03,914,0.0,0.0
2022-03-04,397,1518,2022-03-04,798,0.0,0.0
2022-03-05,398,1781,2022-03-05,867,0.0,0.0
2022-03-06,399,1986,2022-03-06,948,0.0,0.0
2022-03-07,400,1895,2022-03-07,873,0.0,0.0
2022-03-08,401,1730,2022-03-08,747,0.0,0.0
2022-03-09,402,1767,2022-03-09,679,0.0,0.0
2022-03-10,403,1942,2022-03-10,703,0.0,0.0
2022-03-11,404,2069,2022-03-11,726,0.0,0.0
2022-03-12,405,1932,2022-03-12,819,0.0,0.0
2022-03-13,406,1800,2022-03-13,795,0.0,0.0
2022-03-14,407,1646,2022-03-14,786,0.0,0.0
2022-03-15,408,1511,2022-03-15,744,0.0,0.0
2022-03-16,409,1676,2022-03-16,904,0.0,0.0
2022-03-17,410,1532,2022-03-17,890,0.0,0.0
2022-03-18,411,1481,2022-03-18,915,0.0,0.0
2022-03-19,412,1110,2022-03-19,700,0.0,0.0
2022-03-20,413,938,2022-03-20,667,0.0,0.0
2022-03-21,414,1080,2022-03-21,775,0.0,0.0
2022-03-22,415,1081,2022-03-22,782,0.0,0.0
2022-03-23,416,1277,2022-03-23,864,0.0,0.0
2022-03-24,417,1262,2022-03-24,875,0.0,0.0
2022-03-25,418,1235,2022-03-25,857,0.0,0.0
2022-03-26,419,1263,2022-03-26,840,0.0,0.0
2022-03-27,420,1280,2022-03-27,838,0.0,0.0
2022-03-28,421,1725,2022-03-28,1138,0.0,0.0
2022-03-29,422,1769,2022-03-29,1148,0.0,0.0
2022-03-30,423,1218,2022-03-30,792,0.0,0.0
2022-03-31,424,1143,2022-03-31,703,0.0,0.0
2022-04-01,425,1218,2022-04-01,707,0.0,0.0
2022-04-02,426,1190,2022-04-02,710,0.0,0.0
2022-04-03,427,1190,2022-04-03,717,0.0,0.0
2022-04-04,428,563,2022-04-04,295,0.0,0.0
2022-04-05,429,527,2022-04-05,285,0.0,0.0
2022-04-06,430,515,2022-04-06,276,0.0,0.0
2022-04-07,431,465,2022-04-07,259,0.0,0.0
2022-04-08,432,988,2022-04-08,760,0.0,0.0
2022-04-09,433,1066,2022-04-09,855,0.0,0.0
2022-04-10,434,1085,2022-04-10,878,0.0,0.0
2022-04-11,435,1104,2022-04-11,884,0.0,0.0
2022-04-12,436,1219,2022-04-12,939,0.0,0.0
2022-04-13,437,1240,2022-04-13,951,0.0,0.0
2022-04-14,438,1250,2022-04-14,955,0.0,0.0
2022-04-15,439,630,2022-04-15,438,0.0,0.0
2022-04-16,440,557,2022-04-16,360,0.0,0.0
2022-04-17,441,906,2022-04-17,660,0.0,0.0
2022-04-18,442,1138,2022-04-18,864,0.0,0.0
2022-04-19,443,1127,2022-04-19,870,0.0,0.0
2022-04-20,444,1200,2022-04-20,915,0.0,0.0
2022-04-21,445,1212,2022-04-21,934,0.0,0.0
2022-04-22,446,1226,2022-04-22,974,0.0,0.0
2022-04-23,447,1207,2022-04-23,971,0.0,0.0
2022-04-24,448,821,2022-04-24,649,0.0,0.0
2022-04-25,449,1045,2022-04-25,736,0.0,0.0
2022-04-26,450,995,2022-04-26,710,0.0,0.0
2022-04-27,451,924,2022-04-27,702,0.0,0.0
2022-04-28,452,1465,2022-04-28,942,0.0,0.0
2022-04-29,453,1668,2022-04-29,1038,0.0,0.0
2022-04-30,454,1718,2022-04-30,1059,0.0,0.0
2022-05-01,455,1719,2022-05-01,1056,0.0,0.0
2022-05-02,456,1225,2022-05-02,858,0.0,0.0
2022-05-03,457,1183,2022-05-03,813,0.0,0.0
2022-05-04,458,1154,2022-05-04,801,0.0,0.0
2022-05-05,459,745,2022-05-05,478,0.0,0.0
2022-05-06,460,497,2022-05-06,268,0.0,0.0
2022-05-07,461,438,2022-05-07,200,0.0,0.0
2022-05-08,462,435,2022-05-08,198,0.0,0.0
2022-05-09,463,634,2022-05-09,323,0.0,0.0
2022-05-10,464,862,2022-05-10,383,0.0,0.0
2022-05-11,465,917,2022-05-11,420,0.0,0.0
2022-05-12,466,921,2022-05-12,499,0.0,0.0
2022-05-13,467,944,2022-05-13,511,0.0,0.0
2022-05-14,468,947,2022-05-14,522,0.0,0.0
2022-05-15,469,1071,2022-05-15,565,0.0,0.0
2022-05-16,470,1215,2022-05-16,746,0.0,0.0
2022-05-17,471,1417,2022-05-17,943,0.0,0.0
2022-05-18,472,1920,2022-05-18,1076,0.0,0.0
2022-05-19,473,1984,2022-05-19,1028,0.0,0.0
2022-05-20,474,2054,2022-05-20,1014,0.0,0.0
2022-05-21,475,2047,2022-05-21,1016,0.0,0.0
2022-05-22,476,1905,2022-05-22,967,0.0,0.0
2022-05-23,477,1568,2022-05-23,838,0.0,0.0
2022-05-24,478,1140,2022-05-24,595,0.0,0.0
2022-05-25,479,588,2022-05-25,283,0.0,0.0
2022-05-26,480,381,2022-05-26,226,0.0,0.0
2022-05-27,481,308,2022-05-27,204,0.0,0.0
2022-05-28,482,640,2022-05-28,469,0.0,0.0
2022-05-29,483,843,2022-05-29,604,0.0,0.0
2022-05-30,484,922,2022-05-30,651,0.0,0.0
2022-05-31,485,927,2022-05-31,665,0.0,0.0
2022-06-01,486,933,2022-06-01,664,0.0,0.0
2022-06-02,487,925,2022-06-02,656,0.0,0.0
2022-06-03,488,902,2022-06-03,654,0.0,0.0
2022-06-04,489,585,2022-06-04,422,0.0,0.0
2022-06-05,490,434,2022-06-05,288,0.0,0.0
2022-06-06,491,377,2022-06-06,219,0.0,0.0
2022-06-07,492,358,2022-06-07,181,0.0,0.0
2022-06-08,493,478,2022-06-08,185,0.0,0.0
2022-06-09,494,447,2022-06-09,166,0.0,0.0
2022-06-10,495,448,2022-06-10,170,0.0,0.0
2022-06-11,496,418,2022-06-11,163,0.0,0.0
2022-06-12,497,370,2022-06-12,158,0.0,0.0
2022-06-13,498,327,2022-06-13,147,0.0,0.0
2022-06-14,499,370,2022-06-14,157,0.0,0.0
2022-06-15,500,269,2022-06-15,156,0.0,0.0
2022-06-16,501,406,2022-06-16,170,0.0,0.0
2022-06-17,502,777,2022-06-17,508,0.0,0.0
2022-06-18,503,984,2022-06-18,619,0.0,0.0
2022-06-19,504,1251,2022-06-19,733,0.0,0.0
2022-06-20,505,1334,2022-06-20,769,0.0,0.0
2022-06-21,506,1317,2022-06-21,772,0.0,0.0
2022-06-22,507,1359,2022-06-22,766,0.0,0.0
2022-06-23,508,1280,2022-06-23,751,0.0,0.0
2022-06-24,509,937,2022-06-24,508,0.0,0.0
2022-06-25,510,755,2022-06-25,438,0.0,0.0
2022-06-26,511,492,2022-06-26,223,0.0,0.0
2022-06-27,512,408,2022-06-27,160,0.0,0.0
2022-06-28,513,381,2022-06-28,143,0.0,0.0
2022-06-29,514,565,2022-06-29,365,0.0,0.0
2022-06-30,515,576,2022-06-30,404,0.0,0.0
2022-07-01,516,585,2022-07-01,424,0.0,0.0
2022-07-02,517,575,2022-07-02,423,0.0,0.0
2022-07-03,518,568,2022-07-03,415,0.0,0.0
2022-07-04,519,605,2022-07-04,423,0.0,0.0
2022-07-05,520,591,2022-07-05,420,0.0,0.0
2022-07-06,521,620,2022-07-06,411,0.0,0.0
2022-07-07,522,727,2022-07-07,537,0.0,0.0
2022-07-08,523,754,2022-07-08,551,0.0,0.0
2022-07-09,524,808,2022-07-09,548,0.0,0.0
2022-07-10,525,827,2022-07-10,560,0.0,0.0
2022-07-11,526,830,2022-07-11,572,0.0,0.0
2022-07-12,527,840,2022-07-12,579,0.0,0.0
2022-07-13,528,602,2022-07-13,356,0.0,0.0
2022-07-14,529,628,2022-07-14,272,0.0,0.0
2022-07-15,530,916,2022-07-15,518,1.0,5.0
2022-07-16,531,941,2022-07-16,579,0.0,1.0
2022-07-17,532,978,2022-07-17,609,0.0,2.0
2022-07-18,533,982,2022-07-18,609,0.0,1.0
2022-07-19,534,975,2022-07-19,607,1.0,2.0
2022-07-20,535,944,2022-07-20,596,0.0,0.0
2022-07-21,536,1165,2022-07-21,746,0.0,1.0
2022-07-22,537,808,2022-07-22,490,0.0,4.0
2022-07-23,538,734,2022-07-23,406,0.0,0.0
2022-07-24,539,761,2022-07-24,384,0.0,4.0
2022-07-25,540,733,2022-07-25,377,0.0,0.0
2022-07-26,541,720,2022-07-26,368,0.0,0.0
2022-07-27,542,743,2022-07-27,371,0.0,0.0
2022-07-28,543,338,2022-07-28,144,0.0,0.0
2022-07-29,544,393,2022-07-29,143,0.0,0.0
2022-07-30,545,384,2022-07-30,145,0.0,0.0
2022-07-31,546,292,2022-07-31,127,0.0,1.0
2022-08-01,547,277,2022-08-01,128,0.0,0.0
2022-08-02,548,298,2022-08-02,130,0.0,0.0
2022-08-03,549,266,2022-08-03,129,0.0,1.0
2022-08-04,550,270,2022-08-04,128,0.0,0.0
2022-08-05,551,221,2022-08-05,136,0.0,0.0
2022-08-06,552,230,2022-08-06,140,0.0,0.0
2022-08-07,553,240,2022-08-07,151,0.0,0.0
2022-08-08,554,302,2022-08-08,151,0.0,1.0
2022-08-09,555,313,2022-08-09,156,0.0,1.0
2022-08-10,556,395,2022-08-10,158,0.0,0.0
2022-08-11,557,1175,2022-08-11,813,0.0,18.0
2022-08-12,558,1530,2022-08-12,1150,0.0,7.0
2022-08-13,559,1676,2022-08-13,1316,0.0,1.0
2022-08-14,560,1826,2022-08-14,1398,0.0,0.0
2022-08-15,561,1905,2022-08-15,1460,0.0,0.0
2022-08-16,562,1914,2022-08-16,1474,0.0,0.0
2022-08-17,563,1887,2022-08-17,1501,0.0,0.0
2022-08-18,564,1106,2022-08-18,914,0.0,0.0
2022-08-19,565,764,2022-08-19,584,0.0,0.0
2022-08-20,566,589,2022-08-20,422,0.0,0.0
2022-08-21,567,448,2022-08-21,271,0.0,0.0
2022-08-22,568,461,2022-08-22,270,0.0,1.0
2022-08-23,569,493,2022-08-23,273,0.0,0.0
2022-08-24,570,451,2022-08-24,264,0.0,0.0
2022-08-25,571,846,2022-08-25,507,0.0,8.0
2022-08-26,572,991,2022-08-26,513,0.0,6.0
2022-08-27,573,1088,2022-08-27,546,0.0,0.0
2022-08-28,574,1115,2022-08-28,552,0.0,0.0
2022-08-29,575,1037,2022-08-29,538,0.0,2.0
2022-08-30,576,1123,2022-08-30,525,0.0,1.0
2022-08-31,577,1129,2022-08-31,520,0.0,1.0
2022-09-01,578,1228,2022-09-01,593,0.0,4.0
2022-09-02,579,1169,2022-09-02,615,0.0,0.0
2022-09-03,580,1131,2022-09-03,643,0.0,0.0
2022-09-04,581,1177,2022-09-04,647,0.0,0.0
2022-09-05,582,1130,2022-09-05,645,0.0,1.0
2022-09-06,583,1576,2022-09-06,1073,0.0,14.0
2022-09-07,584,2194,2022-09-07,1353,3.0,14.0
2022-09-08,585,2051,2022-09-08,1273,0.0,5.0
2022-09-09,586,2637,2022-09-09,1840,0.0,3.0
2022-09-10,587,2680,2022-09-10,1865,0.0,1.0
2022-09-11,588,2614,2022-09-11,1857,0.0,0.0
2022-09-12,589,2627,2022-09-12,1855,0.0,0.0
2022-09-13,590,2301,2022-09-13,1606,0.0,4.0
2022-09-14,591,1751,2022-09-14,1297,0.0,0.0
2022-09-15,592,1714,2022-09-15,1292,1.0,10.0
2022-09-16,593,1135,2022-09-16,772,0.0,1.0
2022-09-17,594,1101,2022-09-17,750,1.0,0.0
2022-09-18,595,1125,2022-09-18,763,0.0,0.0
2022-09-19,596,1119,2022-09-19,762,0.0,0.0
2022-09-20,597,1522,2022-09-20,1161,0.0,9.0
2022-09-21,598,1559,2022-09-21,1193,0.0,2.0
2022-09-22,599,1307,2022-09-22,1071,0.0,0.0
2022-09-23,600,1235,2022-09-23,1034,1.0,0.0
2022-09-24,601,1369,2022-09-24,1083,0.0,17.0
2022-09-25,602,1388,2022-09-25,1117,1.0,7.0
2022-09-26,603,1359,2022-09-26,1103,0.0,1.0
2022-09-27,604,690,2022-09-27,485,0.0,0.0
2022-09-28,605,586,2022-09-28,385,0.0,0.0
2022-09-29,606,739,2022-09-29,449,0.0,0.0
2022-09-30,607,891,2022-09-30,509,0.0,1.0
2022-10-01,608,750,2022-10-01,441,0.0,0.0
2022-10-02,609,674,2022-10-02,385,0.0,0.0
2022-10-03,610,685,2022-10-03,395,0.0,0.0
2022-10-04,611,748,2022-10-04,404,0.0,0.0
2022-10-05,612,753,2022-10-05,404,0.0,0.0
2022-10-06,613,570,2022-10-06,329,0.0,0.0
2022-10-07,614,423,2022-10-07,208,0.0,0.0
2022-10-08,615,383,2022-10-08,168,0.0,0.0
2022-10-09,616,409,2022-10-09,175,0.0,0.0
2022-10-10,617,597,2022-10-10,179,0.0,0.0
2022-10-11,618,544,2022-10-11,168,0.0,0.0
2022-10-12,619,2263,2022-10-12,1573,2.0,46.0
2022-10-13,620,3325,2022-10-13,2418,0.0,16.0
2022-10-14,621,3461,2022-10-14,2616,0.0,3.0
2022-10-15,622,3558,2022-10-15,2685,0.0,0.0
2022-10-16,623,3626,2022-10-16,2749,0.0,0.0
2022-10-17,624,3561,2022-10-17,2788,0.0,0.0
2022-10-18,625,3597,2022-10-18,2800,0.0,0.0
2022-10-19,626,2274,2022-10-19,1657,1.0,6.0
2022-10-20,627,1403,2022-10-20,861,0.0,4.0
2022-10-21,628,1771,2022-10-21,940,0.0,13.0
2022-10-22,629,2423,2022-10-22,1171,0.0,13.0
2022-10-23,630,2507,2022-10-23,1169,0.0,1.0
2022-10-24,631,2505,2022-10-24,1164,0.0,3.0
2022-10-25,632,2799,2022-10-25,1309,0.0,12.0
2022-10-26,633,4117,2022-10-26,2467,0.0,32.0
2022-10-27,634,4514,2022-10-27,2784,0.0,4.0
2022-10-28,635,4249,2022-10-28,2780,0.0,5.0
2022-10-29,636,3505,2022-10-29,2521,0.0,0.0
2022-10-30,637,3380,2022-10-30,2477,0.0,0.0
2022-10-31,638,3280,2022-10-31,2484,0.0,0.0
2022-11-01,639,2956,2022-11-01,2258,0.0,3.0
2022-11-02,640,2740,2022-11-02,1902,7.0,69.0
2022-11-03,641,2980,2022-11-03,1872,1.0,41.0
2022-11-04,642,2969,2022-11-04,1865,0.0,11.0
2022-11-05,643,15568,2022-11-05,11713,3.0,1286.0
2022-11-06,644,19696,2022-11-06,14549,0.0,317.0
2022-11-07,645,22126,2022-11-07,16226,4.0,132.0
2022-11-08,646,22733,2022-11-08,16585,1.0,30.0
2022-11-09,647,21608,2022-11-09,16144,0.0,15.0
2022-11-10,648,20968,2022-11-10,15827,0.0,15.0
2022-11-11,649,21248,2022-11-11,16114,0.0,7.0
2022-11-12,650,8891,2022-11-12,7108,0.0,11.0
2022-11-13,651,4970,2022-11-13,3941,0.0,15.0
2022-11-14,652,3454,2022-11-14,2892,0.0,30.0
2022-11-15,653,3808,2022-11-15,2997,0.0,25.0
2022-11-16,654,3806,2022-11-16,3001,0.0,2.0
2022-11-17,655,3793,2022-11-17,3041,0.0,2.0
2022-11-18,656,3449,2022-11-18,2811,0.0,15.0
2022-11-19,657,3319,2022-11-19,2715,0.0,6.0
2022-11-20,658,3145,2022-11-20,2619,0.0,2.0
2022-11-21,659,2318,2022-11-21,1835,0.0,1.0
2022-11-22,660,1655,2022-11-22,1311,0.0,1.0
2022-11-23,661,1409,2022-11-23,1131,0.0,3.0
2022-11-24,662,1309,2022-11-24,1038,0.0,5.0
2022-11-25,663,1412,2022-11-25,1138,0.0,5.0
2022-11-26,664,1477,2022-11-26,1202,0.0,5.0
2022-11-27,665,1589,2022-11-27,1322,0.0,6.0
2022-11-28,666,1574,2022-11-28,1307,0.0,2.0
2022-11-29,667,1373,2022-11-29,1212,0.0,4.0
2022-11-30,668,1387,2022-11-30,1236,0.0,5.0
2022-12-01,669,1653,2022-12-01,1468,2.0,5.0
2022-12-02,670,1810,2022-12-02,1552,0.0,11.0
2022-12-03,671,1841,2022-12-03,1552,0.0,3.0
2022-12-04,672,1906,2022-12-04,1533,1.0,12.0
2022-12-05,673,1875,2022-12-05,1503,0.0,1.0
2022-12-06,674,1915,2022-12-06,1516,0.0,3.0
2022-12-07,675,1930,2022-12-07,1489,0.0,2.0
2022-12-08,676,1664,2022-12-08,1273,0.0,2.0
2022-12-09,677,1280,2022-12-09,966,0.0,1.0
2022-12-10,678,1126,2022-12-10,814,0.0,1.0
2022-12-11,679,1038,2022-12-11,706,0.0,1.0
2022-12-12,680,1055,2022-12-12,693,0.0,1.0
2022-12-13,681,1024,2022-12-13,632,0.0,8.0
2022-12-14,682,892,2022-12-14,542,0.0,0.0
2022-12-15,683,800,2022-12-15,484,0.0,0.0
2022-12-16,684,772,2022-12-16,455,0.0,1.0
2022-12-17,685,758,2022-12-17,443,0.0,2.0
2022-12-18,686,639,2022-12-18,409,0.0,0.0
2022-12-19,687,796,2022-12-19,439,2.0,3.0
2022-12-20,688,771,2022-12-20,459,0.0,6.0
2022-12-21,689,787,2022-12-21,480,0.0,5.0
2022-12-22,690,935,2022-12-22,605,0.0,7.0
2022-12-23,691,1133,2022-12-23,811,1.0,8.0
2022-12-24,692,1209,2022-12-24,886,0.0,4.0
2022-12-25,693,1318,2022-12-25,953,0.0,3.0
2022-12-26,694,1186,2022-12-26,1005,0.0,1.0
2022-12-27,695,1246,2022-12-27,1031,0.0,3.0
2022-12-28,696,1286,2022-12-28,1056,0.0,3.0
2022-12-29,697,1489,2022-12-29,1138,0.0,1.0
2022-12-30,698,1504,2022-12-30,1071,0.0,0.0
2022-12-31,699,1430,2022-12-31,1013,0.0,0.0
2023-01-01,700,1384,2023-01-01,998,0.0,2.0
2023-01-02,701,1346,2023-01-02,939,0.0,3.0
2023-01-03,702,2090,2023-01-03,1470,0.0,23.0
2023-01-04,703,2541,2023-01-04,1668,0.0,15.0
2023-01-05,704,2323,2023-01-05,1621,0.0,8.0
2023-01-06,705,2163,2023-01-06,1560,1.0,2.0
2023-01-07,706,2154,2023-01-07,1547,0.0,0.0
2023-01-08,707,2488,2023-01-08,1664,0.0,10.0
2023-01-09,708,2585,2023-01-09,1679,0.0,2.0
2023-01-10,709,1773,2023-01-10,1294,0.0,2.0
2023-01-11,710,1406,2023-01-11,1000,0.0,2.0
2023-01-12,711,1416,2023-01-12,975,0.0,2.0
2023-01-13,712,1451,2023-01-13,988,0.0,2.0
2023-01-14,713,1472,2023-01-14,995,0.0,0.0
2023-01-15,714,1094,2023-01-15,707,0.0,1.0
2023-01-16,715,991,2023-01-16,651,0.0,1.0
2023-01-17,716,998,2023-01-17,627,0.0,0.0
2023-01-18,717,859,2023-01-18,597,2.0,4.0
2023-01-19,718,746,2023-01-19,504,0.0,1.0
2023-01-20,719,729,2023-01-20,463,0.0,1.0
2023-01-21,720,768,2023-01-21,490,0.0,6.0
